Cubic Polynomial_0_0,x + x*log(4),tensor(0.2386),-9.179363244637667
Cubic Polynomial_91_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_90,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_91,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_92,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_93,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_94,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_96,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_97,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_98,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_99,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_100,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_101,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_102,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_103,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_104,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_105,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_91_106,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_107,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_108,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_109,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_91_110,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2ab7f0>>
Cubic Polynomial_91_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7ba90>>
Cubic Polynomial_91_117,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7b670>>
Cubic Polynomial_91_119,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac553d30>>
Cubic Polynomial_91_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_124,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_125,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_126,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_91_127,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_1,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_92_2,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_3,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_4,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_5,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_6,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_92_7,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_8,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_9,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_10,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_92_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_13,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_15,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac07a700>>
Cubic Polynomial_92_17,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_18,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_19,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_20,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_21,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_24,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_25,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_26,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_27,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_28,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_30,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_31,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_34,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_35,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_36,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_37,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_38,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_42,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_43,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_44,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_92_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e630a1880>>
Cubic Polynomial_92_46,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_47,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_48,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_49,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_51,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_92_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_53,x - 3,tensor(0.3468),-2.548577724271763
Cubic Polynomial_92_54,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_55,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_56,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_58,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_59,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_60,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eac370>>
Cubic Polynomial_92_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_63,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_65,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_66,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_68,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_69,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_71,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_92_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_73,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac553a30>>
Cubic Polynomial_92_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_78,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_92_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac4c5520>>
Cubic Polynomial_92_80,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_81,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_85,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_86,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_92_87,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_88,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_90,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_91,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_92_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_93,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_94,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_96,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_97,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_98,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_99,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_100,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_101,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_102,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_103,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_104,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dd9b670>>
Cubic Polynomial_92_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dc7af10>>
Cubic Polynomial_92_107,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_108,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_109,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_110,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_111,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_115,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_92_116,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_117,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_119,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_120,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_92_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_122,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_92_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_124,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_125,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_126,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_92_127,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_1,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_93_2,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_4,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_5,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_6,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_7,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_8,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c125c10>>
Cubic Polynomial_93_10,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_11,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_13,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_15,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_16,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_17,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6943e580>>
Cubic Polynomial_93_19,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_20,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_21,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_24,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_25,-x - 5,tensor(0.4035),-1.1859127889463466
Cubic Polynomial_93_26,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_27,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_28,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_30,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_31,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_33,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_34,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_35,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_36,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_37,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_38,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1c4190>>
Cubic Polynomial_93_43,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_93_44,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_45,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68523c40>>
Cubic Polynomial_93_47,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_48,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_49,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_51,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_53,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_54,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_55,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_57,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_58,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_59,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_93_60,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_61,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_62,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_93_63,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_65,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_66,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_69,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76228ca0>>
Cubic Polynomial_93_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_75,4*x,tensor(0.2404),-8.989244096025407
Cubic Polynomial_93_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_78,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_79,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_80,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_81,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_84,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_93_85,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_86,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_87,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_88,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_93_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_90,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_91,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_92,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_93,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_94,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_93_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_96,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69089430>>
Cubic Polynomial_93_98,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_99,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_93_100,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_101,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_102,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_103,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_104,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac4c5a00>>
Cubic Polynomial_93_106,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_107,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_108,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_109,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_110,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_93_111,tan(x) - 5,tensor(0.4926),-0.06077794941544212
Cubic Polynomial_93_112,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eacf70>>
Cubic Polynomial_93_116,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_93_117,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c1c43a0>>
Cubic Polynomial_93_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_122,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_124,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_125,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_126,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_93_127,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_0,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_94_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e901a0dc0>>
Cubic Polynomial_94_2,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_4,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_5,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_6,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_7,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_8,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_94_9,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_13,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_94_14,x - 5,tensor(0.4815),-0.16003535631810695
